朱时茂	陈佩斯
陈致中	吴淑珍
唐僧	沙僧
王朔	周迅
孟吟	费振东
秦始皇	扶苏
女	赵元任
赵本山	沈阳
杨伊琳	江钰源
罗瑞卿	杨得志
于连泉	梅兰芳
覃宏	覃辉
李怡	唐宪宗
叶群	林彪
蒋孝慈	蒋孝严
贾琏	尤二姐
彭于晏	舒淇
朱长龄	武三通
聂荣臻	柯印华
白崇伦	白崇禧
周杰伦	蔡卓妍
冯跋	冯弘
李世民	汉光武
王政君	王莽
姚增禄	姚富才
孙休	孙亮
毛岸青	邵华
张乐平	三毛
曾志伟	秦沛
孙燕姿	燕姿
古巨基	杨千嬅
英壮	英茵
张静	陈娟红
邵氏	王仁辅
侯耀华	杨进明
沈嘉伟	邱淑贞
方美芳	齐秦
米思翰	父
曹乘	曹操
徐峥	猪八戒
郭启儒	郭全宝
袁日初	袁祥仁
陈幸妤	陈水扁
凌潇肃	姚晨
林涵	朱丹
任剑辉	梁醒波
阴丽华	刘秀
周传瑛	石小梅
张萍	贾君
项羽	虞姬
慕容宝	兰汗
萧红	端木蕻良
鲁迅	萧红
张洁雯	杨维
马新云	张纯华
唐玄宗	杨贵妃
王琳娜	孙志伟
朱德	詹才芳
梅兰芳	孟小冬
王滢	庾澄庆
袁仲祯	端方
朱志威	关颖
贾宝玉	王熙凤
梁璧	梁春
崔锡恩	车太贤
杜丽	庞伟
钟懿	钟镇涛
杨小楼	梅兰芳
谭兰卿	任剑辉
冯爱居	宋夫人
任贤齐	杨宗保
蔡依林	李冰冰
韩庚	郑允浩
赵明诚	李清照
贾海平	吴洁华
朱慧珍	邢峰
梁醒波	杜十娘
王熙凤	林黛玉
侯耀华	侯军
桑兰	黄健
林志刚	邓亚萍
戴志诚	笑林
马寅初	王仲贞
黄永胜	李作鹏
刘永言	刘永好
周晓亚	文强
冯弘	冯崇
田荫亭	田起山
林瑞阳	张庭
顺治	康熙
陈毅	朱德
曹徽	曹操
宋美龄	蒋纬国
王励勤	刘彦池
竺基焕	姚水娟
田卿	沈烨
姜珊	姜昆
陆毅	鲍蕾
金东文	罗景民
赵一荻	张闾蘅
郭京飞	鲍蕾
王刚	郑艳东
李小鹏	黄旭
林文龙	米雪
何顺信	张君秋
陈致中	陈幸妤
王文娟	钱惠丽
张飞	张苞
冯跋	冯弘
严化	秦沛
王仪涵	谢杏芳
李嘉诚	李素娟
谢亚龙	李益群
三浦友和	山口百惠
郭晶晶	霍启刚
虚竹	玄慈
林冲	宋江
解珍	解宝
周佳纳	周信芳
马步芳	马鸿宾
瞿秋白	瞿世玮
房祖名	成龙
孙道存	女
李惠媛	安贞焕
文章	杨幂
灰娃	张仃
郭达	蔡明
林文龙	郭可盈
卢俊义	燕青
董小宛	冒辟疆
刘贾	刘濞
张幼仪	林徽因
贾海平	贾君
李圣根	李贤义
魏巍	魏文亮
汉文帝	贾谊
蔡明	郭达
金正日	高英姬
李可染	关山月
裘芸	张顺
陈水扁	吴淑珍
孙权	曹仁
邓育昆	刘雪华
甄妮	女
金正日	金正恩
钟少珍	郭晶晶
赵奢	赵括
商芳臣	李艳芳
谢颖	沈阳
杜丽	庞伟
时小福	吴菱仙
房祖名	林凤娇
汪小莉	罗启仁
李赣骝	孙中山
林立果	叶群
铁扇公主	牛魔王
张洛君	张克帆
曹丕	陈群
江珊	高亦心
张灵甫	吴海兰
柯玉芝	李光耀
杨开慧	罗一秀
张文秋	毛泽东
吴淑珍	陈水扁
陈百强	黄家驹
汉成帝	赵合德
谢婷婷	狄波拉
张可欣	耿冰娃
巩天阔	巩汉林
梁邦楚	张仃
连战	连胜文
曹操	吕布
秦祥林	元彪
鲍蕾	鲍莉
猪八戒	嫦娥
徐秋京	徐延旗
刘天华	刘氏
蔡明	郭达
甄洛	曹丕
关羽	曹仁
成龙	午马
范姜	钟懿
曹植	卞氏
松赞干布	文成公主
郭蔼明	刘青云
周恩来	胡底
甄洛	甄逸
陈宏	林丹
李小龙	赵薇
李红	黄希庭
侯耀华	侯耀文
马景涛	于莉
徐天红	尹小芳
张桂凤	袁雪芬
傅全香	张桂凤
于芬	伏明霞
陈香梅	廖承志
王世勇	杨进明
李靖	金吒
范瑞娟	袁雪芬
戴安娜	查尔斯
霍启刚	吕庆欣
鲍莉	鲍蕾
侯瓒	侯耀文
貂蝉	吕布
曹郁	姚晨
鲍蕾	陆毅
郭全宝	侯宝林
田归农	南兰
关智斌	张敬轩
熊黛林	郭富城
张默	张国立
萧红	萧军
武钟谦	朱自清
王怡仁	蓝正龙
荀彝	荀適
丘吉尔	伦道夫
罗福苌	罗福成
郭全宝	刘宝瑞
周景轩	吴彬
王瑶卿	王世霞
曹冲	曹操
杜鹃	梁醒波
黄宣	黄昆
李嘉欣	许世勋
狄波拉	谢贤
曹操	曹植
萧朝贵	杨秀清
钱玄同	周作人
李嘉诚	庄月明
尤三姐	柳湘莲
桔梗	戈薇
筱文滨	邵文滨
贾南风	贾充
关羽	刘备
李逵	戴宗
田佳	郑鸿湧
巩汉林	黄宏
李小婉	林申
汤淼	周苏红
小S	蔡康永
陆喜才	李洪春
曹云金	高峰
邵华	刘思齐
曹爽	曹真
王浩信	陈自瑶
卫子夫	汉武帝
王平	谭元寿
张杰尧	常宝霖
申雪	赵宏博
杨虎城	宋子文
刘德华	杨紫琼
杜世成	陈同海
曹丕	曹睿
邹市明	冉莹颖
白雪	任剑辉
洪秀全	韦昌辉
郑洁	彭帅
扈尔汉	代善
王恩茂	骆岚
文洁若	巴金
梁邦楚	吕凤子
毕春芳	戚雅仙
宋庆龄	孙科
江冬秀	胡适
汤乐普	姜宁
蔡锷	小凤仙
李宁	陈永妍
同治	咸丰
程昱	曹操
孙盛武	李少春
侯喜瑞	尚小云
蒋孝文	蒋孝勇
王小屯	李敖
严凤英	马季
叶童	陈国熹
王予柔	易建联
王朔	舒淇
罗家英	陆游
拿度	钟丽淇
侯耀文	侯军
Selina	张承中
朱安	许广平
郁达夫	王映霞
卢俊义	宋江
侯宝林	高元钧
郭破虏	郭襄
张飞	孙尚香
汉明帝	刘秀
胡中惠	郭德纲
武延秀	武三思
高剑父	关山月
戴志诚	唐杰忠
郭晶晶	霍英东
毛新宇	刘滨
姜昆	戴志诚
李刚	李启铭
张春彦	曹二庚
姚襄	向前
毛泽覃	毛泽民
李文华	姜昆
游乃海	韦家辉
周俊人	张允和
贺晓明	贺龙
汪小菲	大S
卫子夫	汉武帝
吴楚帆	马师曾
陈致中	陈洁歆
倪萍	冯巩
余丽珍	梁醒波
贾玲	诸葛亮
何甘棠	李小龙
郭台铭	黄秋莲
王国维	蔡尚思
王夫人	王子腾
赵文卓	张丹露
邱淑贞	沈嘉伟
许士芬	许世勋
霍启山	霍震霆
女	凌柱
李可染	李苦禅
金庸	小昭
赵元任	杨步伟
罗家英	汪明荃
蒋纬国	蒋经国
史冬鹏	刘翔
齐秦	方伟
文章	陆毅
唐伯虎	沈九娘
冯钟芸	宗璞
大兵	奇志
任泉	李冰冰
刘德华	元彪
梁欢	英如镝
骆耀	徐尚田
林乐怡	金庸
张学良	赵一荻
慕容垂	慕容宝
张飞	赵子龙
韦晴光	陈龙灿
郭芙	小龙女
林语堂	沈尹默
杨振铎	杨澄甫
翁美玲	汤镇业
刘德华	朱丽倩
罗微	李来
李健	高红岩
沈葆桢	林则徐
濮存昕	顾长卫
钟鸣岐	侯喜瑞
周少麟	周信芳
包兆龙	包玉刚
郭英丽	刘伯玲
陈幸妤	陈水扁
汉献帝	曹丕
英达	宋丹丹
梅兰芳	徐兰沅
郑少秋	官晶华
茅善玉	孙徐春
王馨平	王美怡
刘宝瑞	侯宝林
王刚	成方圆
范志毅	徐根宝
贝多芬	海顿
徐宗汉	李沛基
谭正岩	谭元寿
余叔岩	高庆奎
陈丹淮	陈毅
周艾若	苏灵扬
董卓	吕布
巩汉林	金珠
陆雪琪	张小凡
冯云山	杨秀清
朱仁民	潘天寿
侯宝林	俞振飞
曹彰	曹丕
成龙	元彪
曾国藩	洪秀全
梁醒波	任剑辉
李宗仁	胡友松
李世民	李元霸
曹植	曹丕
曹云金	于谦
裘芸	于克淼
柳淳泽	潘基文
肖桂云	李前宽
杨振宁	李政道
陈布达	陈大愚
邓拓	丁一岚
葛庭燧	钱三强
包陪庆	包玉刚
成龙	洪金宝
萧雅	岳美缇
谭富英	王金璐
秦祥林	洪金宝
濮存昕	濮方
刘备	吕布
刘半农	鲁迅
戴志诚	姜昆
令狐冲	任盈盈
许崇济	许崇智
刘邦	韩信
熊黛林	郭富城
王志文	陈坚红
李伯清	罗世忠
王熙凤	秋桐
蒋介石	蒋纬国
吕雉	吕后
冯玉祥	冯洪志
金珠	巩汉林
张闾琳	张学良
郭守敬	王恂
刘若英	杜聿明
文章	李嘉存
梁醒波	任剑辉
刘谦	王希怡
朱岚	陶勇
殷素素	张翠山
罗荣寿	侯宝林
洪秀全	咸丰
蒋介石	朱德
张飞	诸葛亮
王励勤	潘晓婷
林立衡	林彪
张伯驹	潘素
郭晶晶	朱玲玲
曹操	诸葛亮
张恨水	胡秋霞
杨隆寿	董凤岩
女	贺龙
离异	郎昆
朱素云	张春彦
张震	吴思远
吴氏	曹嵩
贾政	贾母
薄熙永	薄一波
金汝贞	金正日
曾纪泽	俞明颐
侯喜瑞	言菊朋
赵晨浩	王力宏
曹操	司马懿
曾志	陶铸
沈爱莲	李蓉芳
陈泮岭	李存义
唐老鸭	米奇
袁日初	袁小田
杨贵妃	唐玄宗
唐婉	陆游
郭台铭	林淑如
韦昌辉	萧朝贵
马泰	刘萍
曹斯杰	郭晓玲
张国立	张默
张浩	涂俊明
女	孙多慈
常书鸿	常嘉煌
尹桂芳	戴忠桂
张连福	王世续
姜昆	戴志诚
甄士隐	曹雪芹
曹勤	曹操
武宗文	仲满
成龙	元华
李渊	李世民
黄毅清	黄奕
吕丽萍	韩乔生
徐若瑄	徐佩瑜
大乔	周瑜
冯跋	冯弘
罗志祥	韩庚
孙科	孙中山
杨逍	张无忌
罗志祥	李民浩
吴淑珍	赵建铭
罗炳辉	周恩来
金正男	金正日
石晓亮	郭元祥
冯爱居	宋夫人
刘亚楼	莫文骅
张茜	陈毅
牛魔王	铁扇公主
吴孟达	吴宗宪
冯巩	笑林
杨东	曹贵康
小仲马	大仲马
陈玉莲	叶倩文
马立安	父
林育南	恽代英
景岗山	马葭
张伯勋	宋勇
孔祥明	聂卫平
刘诗昆	叶向真
金正日	金弘业
苑琼丹	周星驰
赵宏博	庞清
周星驰	袁咏仪
劳德诺	左冷禅
程颐	程颢
何韵诗	刘德华
吕大临	张载
黄俊贞	董良羽
黄帝	嫘祖
荣格	弗洛伊德
李银河	王小波
辛晓琪	马景涛
冯雏音	三毛
李宗盛	林忆莲
孔令华	孔继宁
宋江	卢俊义
郑洁	晏紫
织田信长	明智光秀
小林光一	武宫正树
王大庆	王学圻
金正淑	金正日
张子健	钱雁秋
贾宝玉	贾政
曾国藩	曾广珊
唐杰忠	戴志诚
蔡尚思	梁启超
吕大钧	吕大临
贾母	代善
林忆莲	高
张育汉	王怡仁
李倩	范志毅
言菊朋	张少楼
周雅菲	莫科
倪震	陈法蓉
尚长麟	吴素秋
曾启荣	曾国祥
曹操	谭孝曾
岳不群	令狐冲
齐秦	方美芳
翁家明	俞小凡
谭孝曾	黄忠
于月仙	赵本山
毛新宇	毛甜懿
曹霖	曹髦
叶问	赵本山
咸丰	同治
冯跋	冯弘
陈幸妤	赵建铭
于谦	高峰
贺晓明	贺鹏飞
李逵	戴宗
洪秀全	罗孝全
杨国强	杨惠妍
唐义贞	陆定一
班况	班婕妤
鲍叔牙	管仲
王侠	尔冬升
许广平	鲁迅
袁和平	甄子丹
恩格斯	马克思
王晓临	吴钰璋
张桂凤	钱惠丽
邱韶智	杨采妮
蒋友常	蒋友柏
女	郑洁
叶剑英	刘伯承
罗志祥	郑允浩
曹恩玉	洪煦榆
杨嘉源	杨嘉荣
杜近芳	张学津
朱迅	王志
徐静斐	徐悲鸿
赵本山	宋丹丹
刘邦	吕后
邓华德	王仕鹏
曹斯杰	郭台成
宋江	孔亮
王母娘娘	玉皇大帝
李清照	高
夏侯惇	夏侯楙
宋丹菊	阎桂祥
于克淼	张顺
甄子丹	袁和平
陈一冰	黄旭
周杰伦	赵晨浩
童寿苓	刘雪涛
杨维	张洁雯
陈水扁	陈致中
许褚	军
钟鸣岐	李鸣盛
陈德霖	杨小楼
金珠	巩天阔
阿朵	高晓松
贾琏	贾珍
蒋介石	蒋纬国
李先念	林佳楣
袁雪芬	周恩来
谭孝曾	谭正岩
木吒	哪吒
宋耀如	孔祥熙
父	钱钟书
钱景峰	钱小豪
秦沛	尔冬升
王政君	马良
赵亮	胡敬
叶问	徐尚田
武则天	女
张桂凤	傅全香
梁醒波	麦炳荣
吴淑珍	陈幸妤
张震岳	李宗盛
姚沁蕾	叶莉
郑允浩	吴尊
曹冲	曹操
侯宝林	郭启儒
徐天红	徐玉兰
蒋经国	蒋方良
史冬鹏	刘翔
许庆祥	小S
梁红玉	韩世忠
杜如晦	程知节
赵兰坤	连战
宛萍	濮存昕
平儿	贾琏
周俟松	许地山
吴冠中	陆俨少
梁醒波	任剑辉
李亚鹏	景岗山
罗艳卿	任剑辉
洪晃	章含之
范姜	钟镇涛
赵薇	汪道涵
许杏虎	朱颖
千里驹	白驹荣
张杰尧	刘德智
白静	周成海
宋慧乔	王家卫
孙权	周瑜
姜凯	黄奕
钱瘦铁	刘田依
徐寿	徐建寅
恩格斯	马克思
官晶华	郑少秋
杨绛	钱钟书
萧军	萧红
谭倩红	梁醒波
胡和生	父
罗大佑	张艾嘉
胡希华	贾廷聚
蒋孝章	俞大维
周星驰	于文凤
李蔷华	关正明
伏明霞	周吕鑫
聂耳	聂鸿仪
齐秦	方美芳
殷梨亭	杨不悔
赵合德	汉成帝
李菁	于谦
杨康	苗侨伟
吴菱仙	王蕙芳
黄依群	何赛飞
熊明霞	张慧芳
姚鼐	方东树
金山	韩世忠
朱德	贺龙
军	高琼
肖桂云	毛泽东
杨开慧	毛泽覃
曹操	张丰毅
希丁克	安贞焕
刘永行	刘永美
程久斋	谭凤元
刘青云	郭蔼明
蒋孝勇	蒋氏
李小龙	何爱喻
韩信	汉高祖
马超	张飞
竺基焕	姚月明
蒋孝章	俞大维
聂海胜	景海鹏
刘备	诸葛亮
范晓萱	曾志伟
赵守钰	胡景翼
侯宝林	郭全宝
布朗	奥多姆
卡雷拉斯	帕瓦罗蒂
小筱月珍	筱文滨
任剑辉	余丽珍
陈娟红	高旗
胡明	薄一波
小S	许雅钧
戴乃迭	杨宪益
安贞焕	李惠媛
张惠妹	张雨生
周采茨	周佳纳
安志杰	谢婷婷
傅全香	钱妙花
黄希庭	李红
周扬	苏灵扬
尹桂芳	张桂凤
曾志	陶铸
李天焕	杨得志
郭晓冬	程莉莎
阿娇	Twins
王兆杰	贾永婕
吴氏	袁世凯
吕一	王阳
刘伯明	翟志刚
李宏平	童辉
梅兰芳	言慧珠
曹操	刘备
殷梨亭	杨不悔
郭襄	郭破虏
李敏	毛泽东
蓝正龙	王怡仁
韩志杰	张克帆
汉光武帝	汉光武
香菱	甄士隐
房仕胜	成龙
于文凤	周星驰
张艾嘉	刘晓庆
蔡依林	黄晓明
贾政	王夫人
张韶轩	张韶涵
徐静斐	黎健图
甘泗淇	林彪
王志兴	王志盛
周武王	姬昌
奥尼尔	韦德
杨云	潘长江
徐悲鸿	蒋碧薇
赵贞玉	郭英丽
孙禄堂	贺顺定
马岳梁	吴公藻
沈嘉伟	邱淑贞
郁达夫	王映霞
光绪	钱钟书
赵翊安	赵建铭
陶虹	窦太后
傅全香	张桂凤
张学良	于凤至
成龙	洪金宝
郭向生	郭跃
贾宝玉	薛宝钗
吕丽君	刘銮雄
徐志摩	罗大佑
靓荣	白驹荣
顾大进	栾菊杰
周瑜	小乔
杨东虎	杨燕毅
任剑辉	梁醒波
曹操	曹冲
刘备	关羽
晏紫	李圣根
邱淑贞	沈嘉伟
郑小龙	古龙
耿飚	罗瑞卿
成龙	杨紫琼
王志文	陈坚红
刘半农	朱惠
郭全宝	郭启儒
马季	范瑞娟
薄一波	薄熙来
田卿	赵芸蕾
姜妙香	闫庆林
小龙女	穆念慈
张默	韩雨芹
陈见飞	陈冠希
赵宏博	申雪
米芾	陈垣
章小蕙	王杰
曹禺	郑秀
傅作义	傅冬菊
夏侯霸	刘备
王侠	姜大卫
马富禄	梅兰芳
冯弘	冯跋
夏侯楙	夏侯敦
贾政	贾元春
范冰冰	梁汉文
李嘉诚	李泽钜
傅全香	陆锦花
洪金宝	元彪
林立果	叶群
费玉清	张菲
李增瑞	王谦祥
曹操	袁谭
马克思	恩格斯
周恩来	邓颖超
蒋氏	蒋介石
霍震霆	霍启仁
严璩	严复
马富禄	舒昌玉
陈强	陈丽达
沈阳	黄永胜
曹操	程昱
邹市明	冉莹颖
陈祖涛	陈祖莫
莫科	姚明
龚云甫	汪桂芬
黄贯中	朱茵
霍恩第	武术家
陶虹	车晓
黎明	赵薇
邓榕	贺彪
郭德纲	秦丽
谭雪	王敬之
罗炳辉	刘少奇
林肯	王正屏
杨秀清	石达开
李亚男	成龙
尤二姐	贾琏
孔令华	杨虎城
项羽	汉高祖
曹宪	曹节
启功	米芾
吴祖强	罗忠榕
米家山	离异
罗志祥	蔡依林
冯钟芸	任继愈
张又侠	张宗逊
邱韶智	杨采妮
孙墨佛	孙天牧
宋江	戴宗
黄楠雁	张洁雯
董卓	吕布
郭靖	武敦儒
费玉清	张菲
吴尊	赵晨浩
魏春荣	林萍
姚明	蔡卓妍
张璇	常昊
王志才	王艳
吴思远	袁小田
蒋碧微	徐悲鸿
杨维	张洁雯
郭晶晶	霍启刚
周瑜	周循
黄贯中	黄家驹
武修文	金庸
刘备	诸葛亮
吉恩	朱棣文
任弼时	邓颖超
吴征	吴征镒
尤三姐	柳湘莲
李烈	罗大佑
王石	王江穗
谭鑫培	汪桂芬
胡适	江冬秀
波什	安东尼
罗启仁	李赛凤
公孙瓒	刘备
毛人凤	戴笠
霍去病	汉武帝
田立禾	郭德纲
慕容宝	慕容盛
刘备	公孙瓒
王馨平	王羽
曾志伟	林峰
程颢	程颐
杨小楼	王凤卿
郑伊健	林晓峰
曹爽	曹训
邓丽君	邓永佳
任剑辉	梁醒波
赵灵儿	林月如
张闾蘅	张学良
张仃	灰娃
女	宋祖英
莉萨	杭天琪
宋美龄	蒋介石
梁醒波	罗艳卿
蒋介石	马鸿宾
郑智	邵娜
张震	孙权
高锟	黄美芸
武敦儒	武修文
吕丽君	刘銮雄
谢贤	谢婷婷
郭达	句号
齐心	习仲勋
钱伟长	钱三强
吴慈美	林志玲
窦靖童	窦唯
蒋方良	蒋经国
谢霆锋	谢振轩
徐德亮	张德武
梁思成	梁启超
谭兰卿	任剑辉
田汉	周信芳
汪少平	汪野亭
邓丽君	成龙
曹操	萧绎
陈玉成	陈得才
陈凯歌	陈雨昂
杨丞琳	林熙蕾
宋五	刘宝全
徐梦桃	徐学君
张桂凤	袁雪芬
杨振铭	杨振基
曹操	孙权
邱韶智	杨采妮
程昱	刘备
殷素素	俞岱岩
许冠英	许冠文
戴思聪	戴蕴慧
吴法宪	林彪
戴志诚	袁茵
杨秀清	洪秀全
陈水扁	陈致中
曹宇	曹奂
何云伟	曹云金
王晶华	王本秀
成龙	洪金宝
阿奴	李逍遥
双儿	韦小宝
孙权	刘备
唐伯虎	梁醒波
范瑞娟	陆锦花
于涛	女
邓丽君	保罗
鲍照	鲍令晖
元彪	洪金宝
黄小茂	李静
郑智	邵娜
孔亮	孔明
郭德纲	曹云金
马英九	马冰如
黄小茂	李静
王志才	王艳
李幼邻	李宗仁
杨虎城	孔令华
李鸿章	胡兰成
康熙	张国立
林伯渠	林修梅
唐高宗	武则天
周吕鑫	于芬
尚和玉	娄廷玉
杨步伟	赵元任
王文娟	徐玉兰
孙丽雅	方美芳
俞振庭	余叔岩
乔冠华	胡耀邦
刘永行	刘永言
曹丕	陈群
刘备	诸葛亮
李典	袁尚
袁雪芬	王文娟
张松溪	宋远桥
蒋经国	蒋方良
张雨生	张惠妹
小龙女	郭靖
郑伊健	蒙嘉慧
郭全宝	马季
海德里希	希特勒
许晋亨	何超琼
张宗昌	张作霖
侯震	侯宝林
光绪	李鸿章
令狐冲	华山
唐太宗	唐高宗
吕大防	吕大忠
郭晋安	郭令山
刘备	刘禅
武修文	金庸
蔡和森	向警予
田亮	父
栾云平	张德武
郭可盈	林文龙
马国贤	汤俊霈
余音	焦守云
孟凡贵	常贵田
周杰伦	赵晨浩
苗若兰	苗人凤
孔令华	李敏
姜大卫	严化
黄毅清	黄奕
韩庚	谢霆锋
陈纳德	陈香梅
毛岸英	刘思齐
李婷宜	马景涛
傅雷	刘海粟
赵一荻	张学良
赖昌星	赖俊健
小龙女	成龙
袁咏仪	张智霖
甄子丹	汪诗诗
侯佩岑	侯世宏
杨晓丹	傅艺伟
王靖雄	王令尘
余丽珍	任剑辉
武松	林冲
铁扇公主	牛魔王
西施	尤小刚
毛泽建	毛泽东
舒淇	彭于晏
郭启儒	马季
刘家良	梅艳芳
汉献帝	曹操
太平公主	武则天
杨紫琼	元彪
张萍	贾君
成龙	邓丽君
洪晃	洪君彦
关羽	刘备
朴树	阿朵
江泽民	吴灿英
周汶锜	周丽淇
魏玩	曾布
张柏芝	赵薇
赵学义	王莉
童芷苓	童寿苓
刘嘉玲	李嘉欣
王莽	王政君
何葆贞	毛泽东
罗海琼	费麒
文章	梁再冰
虞世南	刘政会
李文华	姜昆
戚景通	戚继光
梁伯熙	陈肖霞
刘銮雄	吕丽君
貂蝉	董卓
英如镝	英达
金敬姬	张金松
安贞焕	李惠媛
侯宝林	关公
洪金宝	成龙
张君秋	刘元彤
汪诗诗	甄子丹
周瑜	小乔
杨乐乐	汪涵
伏明霞	周吕鑫
季滨	曹其敏
白雪	麦炳荣
董仲舒	司马迁
曹彰	曹植
许崇智	许崇灏
焦麟昆	高少亭
唐杰忠	李文华
张庆林	曹贵康
周介孚	鲁迅
河泰权	高
梁思成	林徽因
柴绍	虞世南
蒋孝严	蒋孝慈
侯瓒	侯耀华
刘永言	刘永美
胡适	冯顺弟
韩庚	郑允浩
张闻天	莫文骅
赵薇	张铁林
林孝贤	霍启山
孙姬	曹彪
胡思杜	胡适
戚雅仙	徐天红
阮小五	阮小七
邢爱林	邢嘉倩
曹操	曹熊
杭天琪	张泽民
吕瑞英	毕春芳
蒋友梅	宋美龄
王雪涛	齐白石
慕容盛	兰汗
景岗山	张国立
吕后	刘邦
弘一法师	刘质平
周希汉	璇
林文龙	周润发
任剑辉	麦炳荣
关羽	曹操
唐太宗	李淳风
曹操	曹徽
杨尚昆	余秋里
萧淑芳	吴作人
陈若仪	林志颖
吴建豪	Arissa
侯喜瑞	杨小楼
滕丽名	魏骏杰
毛泽东	刘滨
张学良	张闾瑛
聂远	刘芸
端方	袁世凯
林彪	吴法宪
谢霆锋	周杰伦
释小龙	何洁
郭世英	于立群
李经述	李鸿章
周瑜	曹操
女	铁扇公主
蔡加赞	蔡志明
毛新宇	刘滨
尚和玉	娄廷玉
黄宗汉	黄宗英
何超盈	何超莲
常宝霖	于俊波
葛庭燧	何怡贞
蔡锷	小凤仙
钱伟长	孔祥瑛
潘粤明	董洁
邢峰	朱慧珍
刘宝瑞	郭全宝
蒋孝文	蒋友梅
刘恺威	杨幂
章小蕙	章小婉
小龙女	李铭顺
王世襄	王世富
英若诚	宋丹丹
吉恩	朱棣文
张金松	金日成
宋孝宗	韩世忠
雷英	梅兰芳
钟懿	范姜
周芷若	张无忌
侯军	侯宝林
张无忌	张翠山
孙权	刘备
赵炎	李增瑞
邓小平	陈香梅
毛新宇	毛甜懿
张桂凤	王文娟
王学义	李伯祥
姚鼐	方苞
马世媛	马景涛
常佩业	马季
陈独秀	陈乔年
吕瑞英	徐玉兰
张艺谋	张末
女	安娜
侯耀文	侯瓒
宋慧乔	张震
初永真	郭守正
殷素素	谢逊
谭鑫培	谭小培
李冰冰	曾志伟
李蔷华	关正明
杨秀清	洪秀全
卫子夫	卫青
古龙	郑小龙
金正恩	金正日
林俊杰	王力宏
武松	周侗
戴克明	戴克林
吴征	杨澜
孙策	小乔
张飞	刘备
萧红	萧军
胡美仪	毛俊辉
孙翊	孙策
关羽	刘备
金少山	马谡
刘备	关羽
洪金宝	元彪
马英九	秦厚修
马世媛	马景涛
张善庭	阎岚秋
火亮	林跃
古式	流川枫
童辉	梁伯熙
赵飞燕	汉成帝
孙天牧	孙墨佛
李素娟	庄碧琴
金正日	高英姬
潘虹	米家山
郁达夫	林语堂
宋佳玲	罗浩
诸葛亮	刘禅
张君秋	雷英
张清芳	宋学仁
傅全香	范瑞娟
任剑辉	谭兰卿
金友庄	高凌风
任剑辉	梁醒波
大兵	奇志
刘谦	黄心琳
杨得志	罗瑞卿
蔡依林	王祖蓝
曹华	曹宪
郭跃	许昕
蒙嘉慧	洪欣
小龙女	王重阳
吕后	项羽
曹丕	陈泰
林月云	蔡贵照
杨永晴	陈冠希
范瑞娟	徐玉兰
范姜	钟镇涛
韩莹	周洋
刘邦	萧何
杜鹃	梁醒波
马莉君	秦厚修
梁再冰	林徽因
曾美娟	汪嵩
马连良	杨秋玲
陈法蓉	蔡少芬
小龙女	女
黎洪模	黎炜毅
陈锦棠	任剑辉
房仕德	成龙
刘思齐	邵华
汉献帝	曹彰
宋夫人	冯爱居
林韦君	林熙蕾
赵奢	高
汪诗诗	蔡加赞
邓禹	军
曹宇	曹冲
沙僧	猪八戒
曹露双	王晓凌
兰穆	兰汗
肖桂云	李前宽
李树建	孙海涛
夏侯玄	司马懿
任剑辉	红线女
王光美	王光英
李敖	胡茵梦
汤镇业	杨盼盼
女	刘宝瑞
文斌	谢才萍
石达开	高
卫青	汉武帝
袁雪芬	毕春芳
孙甜甜	李婷
于谦	郭德纲
李元霸	李世民
王刚	成方圆
刘诗雯	常晨晨
费麒	罗海琼
田汉	徐悲鸿
金大中	李姬镐
陈锦棠	任剑辉
赵建铭	赵翊廷
小乔	大乔
赵晨浩	张靓颖
邓永锵	邓爱嘉
英如镝	英若诚
李兆基	徐子淇
柳德米拉	普京
孙红雷	李小璐
曹禺	郑秀
黄秀虹	张志铭
王蒙	周洋
苏芮	阿文
任讷	于子恒
苏灵扬	周扬
曹宪	曹华
玛丽	拿破仑
宋美龄	张学良
阎世善	袁世海
红线女	侯宝林
章含之	洪晃
李鸿章	李经方
曹瑞石	曹世嘉
郁达夫	郁飞
陈玉成	李秀成
辛笛	钱钟书
范振钰	王文玉
于文凤	戴维
赵云	刘备
蔡加赞	蔡加怡
小岚云	钟德海
沈阳	郎国任
蒙恬	蒙毅
吴孟达	蔡卓妍
张东健	高小英
谭倩红	任剑辉
任继愈	杜甫
侯勇	潘雨辰
林淑如	郭台铭
王力宏	赵晨浩
韦昌辉	杨秀清
曹茂	曹华
李沛基	李准
张丽华	陈叔宝
周少麟	周信芳
尤三姐	柳湘莲
王刚	郑艳东
刘庄	汉明帝
张静	浦克
张乐平	冯雏音
袁克定	袁世凯
刘谦初	刘思齐
黄宗江	黄宗英
袁咏仪	张慕童
陈良发	魏燕鹏
庞伟	王义夫
袁祥仁	袁振威
唐太宗	文成公主
冯云山	杨秀清
何猷光	黎婉华
张震	梁朝伟
邓亚萍	林志刚
李靖	哪吒
武敦儒	武修文
刘备	曹丕
程响	周敦颐
姚晨	曹郁
徐天红	张桂凤
小乔	林志玲
张辽	曹操
郭晓玲	曹斯杰
李可染	邓伟
郭芙	耶律齐
杨紫琼	潘迪生
马连良	高庆奎
郭全宝	侯宝林
张心妍	蒋友青
秦祥林	曾志伟
侯佩岑	林月云
邓永佳	邓丽君
宋德全	杨进明
杨秀清	石达开
